project_name,author,github_url,github_stars,github_forks,tashan_score,practicality_score,sustainability_score,popularity_score,tools_available_tashan,lobehub_url,lobehub_description,lobehub_rating,tools_available,project_type,deployment_methods,api_requirements,use_cases,hidden_gem_score,recommendation_type
magicpod-mcp-server,Magic-Pod,https://github.com/Magic-Pod/magicpod-mcp-server,3,0,70.14,82.5,46,57.18,24,https://lobehub.com/mcp/magic-pod-magicpod-mcp-server,用于 MagicPod 集成的 Model Context Protocol 服务器。需要一个 API 令牌，可以从 https://app.magicpod.com/accounts/api-token/ 获取，并通过 --api-token 参数传递。,优质,2,"[""在 Claude Desktop 中集成 MagicPod 提供的 AI 上下文信息"", ""通过 Cursor、Cline 等 AI 编程工具连接 MagicPod 服务"", ""为支持 MCP 协议的 AI 模型提供项目上下文和语义理解""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": true, ""instructions"": ""前往 MagicPod 的 integrations 页面获取 API token：https://app.magicpod.com/accounts/api-token/""}","[""在 Claude Desktop 中集成 MagicPod 提供的 AI 上下文信息"", ""通过 Cursor、Cline 等 AI 编程工具连接 MagicPod 服务"", ""为支持 MCP 协议的 AI 模型提供项目上下文和语义理解""]",54.1,D级-一般冷门推荐
科学论文采集器 MCP 服务器,futurelab-studio,https://github.com/benedict2310/Scientific-Papers-MCP,4,0,60.14,57.5,71,57.18,6,https://lobehub.com/mcp/futurelab-studio-latest-science-mcp,用于从 arXiv 和 OpenAlex 获取科学论文的 MCP 服务器，提供实时访问科学论文的元数据和全文提取。无需外部数据文件。,良好,8,"[""AI研究者获取最新机器学习论文"", ""生物医学研究人员检索最新临床研究成果"", ""学术机构构建定制化文献知识库"", ""教育机构提供学科前沿资料"", ""企业研发部门跟踪技术发展趋势"", ""跨学科研究中的文献整合与分析""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""dependencies"": [], ""notes"": ""无需API密钥即可使用，所有外部API调用均采用智能限速策略并尊重各来源的使用政策""}","[""AI研究者获取最新机器学习论文"", ""生物医学研究人员检索最新临床研究成果"", ""学术机构构建定制化文献知识库"", ""教育机构提供学科前沿资料"", ""企业研发部门跟踪技术发展趋势"", ""跨学科研究中的文献整合与分析""]",54.1,D级-一般冷门推荐
Vuetify MCP,vuetifyjs,https://github.com/vuetifyjs/mcp,36,3,64.94,72.5,50,57.18,9,https://lobehub.com/mcp/vuetifyjs-mcp,Model Context Protocol (MCP) 服务器，提供 Vuetify 组件信息和文档，支持任何兼容 MCP 的客户端或集成开发环境（IDE）。,优质,26,"[""Generating Vuetify components with proper props and attributes"", ""Creating common UI layouts and patterns following best practices"", ""Providing comprehensive information about Vuetify features and APIs"", ""Accessing installation guides, FAQs, and release notes without leaving your IDE""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""VUETIFY_API_KEY"", ""GITHUB_TOKEN""], ""description"": ""VUETIFY_API_KEY is optional for premium Vuetify features. GITHUB_TOKEN is optional for accessing private repositories.""}","[""Generating Vuetify components with proper props and attributes"", ""Creating common UI layouts and patterns following best practices"", ""Providing comprehensive information about Vuetify features and APIs"", ""Accessing installation guides, FAQs, and release notes without leaving your IDE""]",54.0,D级-一般冷门推荐
MCP 测试项目,tanliulei,https://github.com/tanliulei/mcp-test,0,0,66.94,87.5,15,57.18,21,https://lobehub.com/mcp/tanliulei-mcp-test,用于 Playwright MCP 的测试项目。需要 Node.js 18 或更高版本。Playwright 可能在首次使用时下载浏览器二进制文件。,良好,2,"[""执行浏览器自动化任务"", ""截取网页屏幕截图"", ""自动填写并提交表单"", ""导航到特定URL"", ""与网页元素进行交互"", ""生成网页PDF文件"", ""监控网络请求""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""Studio""]","{""required"": false, ""details"": ""该工具不依赖API密钥""}","[""执行浏览器自动化任务"", ""截取网页屏幕截图"", ""自动填写并提交表单"", ""导航到特定URL"", ""与网页元素进行交互"", ""生成网页PDF文件"", ""监控网络请求""]",53.9,D级-一般冷门推荐
Chess FEN MCP Server,bigsy,https://github.com/Bigsy/chess-FEN-mcp,0,0,66.94,87.5,15,57.18,1,https://lobehub.com/mcp/bigsy-chess-fen-mcp,一个提供国际象棋FEN符号验证与可视化功能的模型上下文协议（MCP）服务器。,良好,2,"[""在MCP兼容的AI助手中集成FEN记法验证功能"", ""将FEN字符串转换为可视化的ASCII国际象棋棋盘"", ""帮助开发人员调试和展示FEN表示的棋局状态""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需API密钥，无外部API依赖。""","[""在MCP兼容的AI助手中集成FEN记法验证功能"", ""将FEN字符串转换为可视化的ASCII国际象棋棋盘"", ""帮助开发人员调试和展示FEN表示的棋局状态""]",53.9,D级-一般冷门推荐
腾讯云代码分析（TCA）MCP 服务器,TCATools,https://github.com/TCATools/tca-mcp-server,0,0,66.94,87.5,15,57.18,5,https://lobehub.com/mcp/tcatools-tca-mcp-server,官方 MCP 服务器，支持 MCP 协议，便于快速启动代码分析并获取代码分析报告。需要在代码仓库根目录中配置 tca-mcp.ini 文件，包含 project_id、repo_id、org_sid 和 team_name 参数。,良好,2,"[""代码质量分析"", ""代码质量持续跟踪"", ""项目代码质量评估"", ""团队代码文化传承""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": true, ""api_keys"": [""TCA_TOKEN"", ""TCA_USER_NAME""], ""instructions"": ""从TCA官网获取：https://tca.tencent.com/user/token""}","[""代码质量分析"", ""代码质量持续跟踪"", ""项目代码质量评估"", ""团队代码文化传承""]",53.9,D级-一般冷门推荐
Claude文本编辑器MCP服务器,bhouston,https://github.com/bhouston/mcp-server-text-editor,24,5,74.54,92.5,38,57.18,1,https://lobehub.com/mcp/bhouston-mcp-server-text-editor,这是一个基于开源实现的Claude内置文本编辑器工具的Model Context Protocol（MCP）服务器。提供通过标准化API查看、编辑和创建文本文件的功能。,优质,2,"[""通过MCP协议集成文本编辑功能到AI开发环境"", ""在本地开发环境中提供与Claude兼容的文本编辑工具"", ""自动化文件操作（创建、编辑、查看）"", ""作为开发工具集成到各种IDE和编辑器中""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""dependencies"": []}","[""通过MCP协议集成文本编辑功能到AI开发环境"", ""在本地开发环境中提供与Claude兼容的文本编辑工具"", ""自动化文件操作（创建、编辑、查看）"", ""作为开发工具集成到各种IDE和编辑器中""]",53.7,D级-一般冷门推荐
Excel MCP Server,haris,https://github.com/haris-musa/excel-mcp-server,1600,183,85.83,92.5,59,92.67,25,https://lobehub.com/mcp/haris-musa-excel-mcp-server,用于操作Excel文件的Excel MCP服务器。在使用SSE传输时，必须设置环境变量EXCEL_FILES_PATH以指定Excel文件的目录（如果未设置，则默认为./excel_files）。,优质,34,"[""Automating Excel file creation and manipulation"", ""Data analysis using AI agents"", ""Dynamic report generation in Excel format"", ""Integration with AI tools requiring spreadsheet processing capabilities"", ""Remote Excel file handling via HTTP transport""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""environment_variables"": {""EXCEL_FILES_PATH"": ""Path to Excel files (default: ./excel_files)"", ""FASTMCP_PORT"": ""Server port (default: 8000)""}}","[""Automating Excel file creation and manipulation"", ""Data analysis using AI agents"", ""Dynamic report generation in Excel format"", ""Integration with AI tools requiring spreadsheet processing capabilities"", ""Remote Excel file handling via HTTP transport""]",53.5,D级-一般冷门推荐
MCP Firebird,PuroDelphi,https://github.com/PuroDelphi/mcpFirebird,22,6,64.14,72.5,46,57.18,16,https://lobehub.com/mcp/purodelphi-mcpfirebird,实现 Anthropic 的 MCP（模型上下文协议）用于 Firebird SQL 数据库。允许类似 Claude 的大型语言模型（LLM）安全地访问、分析和操作 Firebird 数据库。需要 Firebird 客户端工具进行备份/还原操作（详见 ./docs/installation.md）。,优质,8,"[""通过 Claude 或其他 LLM 查询 Firebird 数据库"", ""分析数据库结构并生成文档"", ""执行数据库管理任务（如备份、恢复）"", ""优化查询性能"", ""在 Claude Desktop、Cursor、Cline、SSE 或 Studio 中集成使用""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_keys"": false, ""dependencies"": [""Firebird 客户端工具（用于备份/恢复操作）"", ""Node.js"", ""MCP SDK (v1.13.2)""]}","[""通过 Claude 或其他 LLM 查询 Firebird 数据库"", ""分析数据库结构并生成文档"", ""执行数据库管理任务（如备份、恢复）"", ""优化查询性能"", ""在 Claude Desktop、Cursor、Cline、SSE 或 Studio 中集成使用""]",53.5,D级-一般冷门推荐
mcp-server-diff-typescript MCP 服务器,tatn,https://github.com/tatn/mcp-server-diff-typescript,3,7,65.44,80.0,30,57.18,1,https://lobehub.com/mcp/tatn-mcp-server-diff-typescript,一个提供统一差异生成能力的模型上下文协议（Model Context Protocol）服务器。,优质,3,"[""Comparing versions of source code files"", ""Analyzing text document changes"", ""Implementing version control diff functionality"", ""Visualizing differences in configuration files"", ""Supporting collaborative editing tools""]","[""Claude Desktop"", ""Cline"", ""Studio""]","""This MCP server does not require any API keys or external service dependencies.""","[""Comparing versions of source code files"", ""Analyzing text document changes"", ""Implementing version control diff functionality"", ""Visualizing differences in configuration files"", ""Supporting collaborative editing tools""]",53.3,D级-一般冷门推荐
Xmind Generator MCP Server,BangyiZhang,https://github.com/BangyiZhang/xmind-generator-mcp,12,1,72.94,92.5,30,57.18,1,https://lobehub.com/mcp/bangyizhang-xmind-generator-mcp,用于生成 Xmind 思维导图的 MCP 服务器。需要 Node.js v18 或更高版本。可以通过环境变量可选配置输出路径和自动打开行为。,优质,2,"[""LLM辅助生成项目计划思维导图"", ""快速构建知识结构或课程大纲"", ""可视化展示会议纪要或讨论结果"", ""自动生成技术文档结构框架""]","[""Claude Desktop""]","{""required"": false, ""dependencies"": [""XMind desktop application""]}","[""LLM辅助生成项目计划思维导图"", ""快速构建知识结构或课程大纲"", ""可视化展示会议纪要或讨论结果"", ""自动生成技术文档结构框架""]",52.8,D级-一般冷门推荐
__ 趋势中心,baranwang,https://github.com/baranwang/mcp-trends-hub,123,12,65.64,75.0,31,72.2,21,https://lobehub.com/mcp/baranwang-mcp-trends-hub,基于模型上下文协议（MCP）的全方位趋势聚合服务，支持超过20个高质量数据源的实时更新。环境变量可用于自定义返回字段和添加自定义RSS源，满足多样化的趋势监测需求。,良好,44,"[""AI 助手集成实时热点资讯"", ""构建个性化新闻聚合系统"", ""市场趋势与舆情分析"", ""社交媒体内容监控"", ""跨平台热点对比分析"", ""自动化报告生成"", ""用户兴趣洞察""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required"": false, ""details"": ""无需 API 密钥。部分功能可通过环境变量进行定制，如 TRENDS_HUB_HIDDEN_FIELDS 和 TRENDS_HUB_CUSTOM_RSS_URL""}","[""AI 助手集成实时热点资讯"", ""构建个性化新闻聚合系统"", ""市场趋势与舆情分析"", ""社交媒体内容监控"", ""跨平台热点对比分析"", ""自动化报告生成"", ""用户兴趣洞察""]",52.8,D级-一般冷门推荐
PRD 创建器 MCP 服务器,Saml1211,https://github.com/Saml1211/PRD-MCP-Server,19,6,62.34,82.5,7,57.18,21,https://lobehub.com/mcp/saml1211-prd-mcp-server,一个专门的模型上下文协议（MCP）服务器，专用于创建产品需求文档（PRD）。通过.env文件中的环境变量配置提供者API密钥和偏好模型。,优质,30,"[""产品团队快速生成标准化 PRD 文档"", ""AI 助手辅助产品经理撰写需求文档"", ""自动化生成 PRD 初稿以供评审"", ""验证 PRD 是否符合行业标准和公司规范"", ""管理 PRD 模板库并支持多团队共享"", ""在不同 AI 提供商之间灵活切换以优化生成质量"", ""在无 AI 支持时使用模板生成 PRD""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""OPENAI_API_KEY"", ""ANTHROPIC_API_KEY"", ""GOOGLE_GEMINI_API_KEY""], ""optional_keys"": [""LOCAL_MODEL_PATH""], ""providers"": {""openai"": {""required"": true, ""description"": ""用于 GPT 模型生成 PRD""}, ""anthropic"": {""required"": true, ""description"": ""用于 Claude 模型生成 PRD""}, ""gemini"": {""required"": true, ""description"": ""用于 Google Gemini 模型生成 PRD""}, ""local"": {""required"": false, ""description"": ""使用本地模型进行 PRD 生成""}}}","[""产品团队快速生成标准化 PRD 文档"", ""AI 助手辅助产品经理撰写需求文档"", ""自动化生成 PRD 初稿以供评审"", ""验证 PRD 是否符合行业标准和公司规范"", ""管理 PRD 模板库并支持多团队共享"", ""在不同 AI 提供商之间灵活切换以优化生成质量"", ""在无 AI 支持时使用模板生成 PRD""]",52.4,D级-一般冷门推荐
模型上下文协议（MCP）,gibsonai,https://github.com/GibsonAI/mcp,11,4,61.64,75.0,26,57.18,0,https://lobehub.com/mcp/gibsonai-mcp,GibsonAI 的 MCP 服务器使诸如 Cursor、Windsurf 和 Claude Desktop 等工具能够与您的 Gibson 项目交互，创建和更新项目、解释数据库和 API 交互，以及在您的 IDE 中编写代码。需要通过 Gibson CLI（gibson-cli）进行身份验证。,良好,8,"[""创建GibsonAI项目并设计数据库模式"", ""查看项目结构、模式图、表和关系摘要"", ""应用模式更改并触发自动迁移"", ""运行SQL查询 against 数据库"", ""将项目部署到开发或生产环境"", ""为表生成模拟数据"", ""构建全栈应用程序"", ""将图像、PDF、Excel表格或JSON转换为关系型数据库"", ""为数据库模式变更自动生成GitHub PR""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""需要登录并认证到Gibson CLI，使用API密钥进行身份验证。""","[""创建GibsonAI项目并设计数据库模式"", ""查看项目结构、模式图、表和关系摘要"", ""应用模式更改并触发自动迁移"", ""运行SQL查询 against 数据库"", ""将项目部署到开发或生产环境"", ""为表生成模拟数据"", ""构建全栈应用程序"", ""将图像、PDF、Excel表格或JSON转换为关系型数据库"", ""为数据库模式变更自动生成GitHub PR""]",52.4,D级-一般冷门推荐
ESA MCP 服务器,aliyun,https://github.com/aliyun/mcp-server-esa,24,4,62.14,62.5,66,57.18,42,https://lobehub.com/mcp/aliyun-mcp-server-esa,Alibaba Cloud ESA（边缘安全加速）MCP 服务器。需要通过环境变量配置 Alibaba Cloud 访问密钥（AK）和密钥（SK）。,优质,62,"[""快速部署HTML页面到边缘计算节点"", ""管理阿里云ESA的Edge Routine生命周期（创建、删除、查询）"", ""代码版本提交与发布"", ""路由配置管理（创建、更新、删除）"", ""站点DNS记录管理（A/AAAA/CNAME/TXT/NS/MX记录操作）"", ""站点代理配置查询与修改""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [""Alibaba Cloud AccessKey"", ""Edge Routine Service""], ""required_keys"": [""ALIBABA_CLOUD_ACCESS_KEY_ID"", ""ALIBABA_CLOUD_ACCESS_KEY_SECRET""], ""optional_keys"": [""ALIBABA_CLOUD_SECURITY_TOKEN""]}","[""快速部署HTML页面到边缘计算节点"", ""管理阿里云ESA的Edge Routine生命周期（创建、删除、查询）"", ""代码版本提交与发布"", ""路由配置管理（创建、更新、删除）"", ""站点DNS记录管理（A/AAAA/CNAME/TXT/NS/MX记录操作）"", ""站点代理配置查询与修改""]",52.3,D级-一般冷门推荐
Hyperliquid MCP 服务器,mektigboy,https://github.com/mektigboy/server-hyperliquid,24,9,60.04,80.0,3,57.18,3,https://lobehub.com/mcp/mektigboy-server-hyperliquid,用于Hyperliquid的MCP服务器，集成了Hyperliquid SDK。无需外部数据文件。,优质,6,"[""实时监控Hyperliquid平台上的所有币种中间价"", ""获取特定代币的历史K线数据以进行技术分析"", ""访问特定代币的L2订单簿以了解市场深度""]","[""Claude Desktop""]","""该MCP服务器不依赖API密钥，直接通过Hyperliquid SDK获取公开市场数据。""","[""实时监控Hyperliquid平台上的所有币种中间价"", ""获取特定代币的历史K线数据以进行技术分析"", ""访问特定代币的L2订单簿以了解市场深度""]",51.0,D级-一般冷门推荐
mcp-knowledge-graph,shaneholloman,https://github.com/shaneholloman/mcp-knowledge-graph,488,70,64.77,72.5,22,84.33,9,https://lobehub.com/mcp/shaneholloman-mcp-knowledge-graph,MCP 服务器通过本地知识图实现对 AI 模型的持久内存。支持通过 --memory-path 参数自定义内存文件路径。,优质,18,"[""跨对话会话的记忆保持"", ""个性化用户画像构建"", ""长期客户交互历史记录"", ""企业知识图谱维护"", ""智能助手上下文管理""]","[""Claude Desktop"", ""Studio""]","""不需要API密钥，依赖于支持MCP协议或函数调用能力的AI平台连接""","[""跨对话会话的记忆保持"", ""个性化用户画像构建"", ""长期客户交互历史记录"", ""企业知识图谱维护"", ""智能助手上下文管理""]",50.9,D级-一般冷门推荐
MCP Hello World - MCP服务器模拟测试,lobehub,https://github.com/lobehub/mcp-hello-world,11,0,63.24,80.0,19,57.18,3,https://lobehub.com/mcp/lobehub-mcp-hello-world,一个用TypeScript实现的极简Model Context Protocol（MCP）服务器，主要用于作为MCP客户端的单元测试和集成测试的测试替身/模拟服务器。支持STDIO和HTTP/SSE MCP传输协议。不适用于生产环境。,优质,4,"[""用于测试 MCP 客户端逻辑，隔离网络问题和真实服务器不可控因素"", ""在单元测试中验证客户端对 MCP 协议的实现是否正确"", ""在集成测试中模拟不同 MCP 传输协议（STDIO 和 HTTP/SSE）下的行为"", ""作为开发调试工具观察 MCP 客户端与服务器的交互""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需 API 密钥。适用于测试目的，不依赖外部服务。""","[""用于测试 MCP 客户端逻辑，隔离网络问题和真实服务器不可控因素"", ""在单元测试中验证客户端对 MCP 协议的实现是否正确"", ""在集成测试中模拟不同 MCP 传输协议（STDIO 和 HTTP/SSE）下的行为"", ""作为开发调试工具观察 MCP 客户端与服务器的交互""]",50.9,D级-一般冷门推荐
mcp-memory-libsql,spences10,https://github.com/joleyline/mcp-memory-libsql,8,5,64.74,82.5,19,57.18,6,https://lobehub.com/mcp/spences10-mcp-memory-libsql,基于 libSQL 的高性能持久内存系统，用于模型上下文协议（MCP）。提供向量搜索功能和高效的知识存储，使用 libSQL 作为底层存储。通过环境变量 LIBSQL_URL 配置本地或远程 libSQL 数据库连接。,优质,2,"[""本地或远程知识库持久化存储"", ""基于语义搜索的智能记忆检索"", ""构建带向量能力的知识图谱"", ""为AI模型提供上下文记忆扩展""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""LIBSQL_URL"", ""LIBSQL_AUTH_TOKEN (for remote databases)""], ""dependencies"": [""libSQL"", ""MCP Server Runtime""]}","[""本地或远程知识库持久化存储"", ""基于语义搜索的智能记忆检索"", ""构建带向量能力的知识图谱"", ""为AI模型提供上下文记忆扩展""]",50.8,D级-一般冷门推荐
Bazi MCP（八字 MCP）由 Cantian AI 提供,cantian-ai,https://github.com/cantian-ai/bazi-mcp/tree/dev,103,34,74.34,92.5,22,72.2,5,https://lobehub.com/mcp/cantian-ai-bazi-mcp,Bazi MCP（八字 MCP）由 Cantian AI 提供，是首款由人工智能驱动的八字计算器，能够提供精准的八字数据，用于性格分析和命运预测。需要 Node.js 版本 22 或以上。,优质,2,"[""八字排盘与命理分析"", ""AI 智能体集成八字数据"", ""性格分析与命运预测"", ""玄学研究与社区交流""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需 API 密钥，直接通过本地 Node.js 环境运行。""","[""八字排盘与命理分析"", ""AI 智能体集成八字数据"", ""性格分析与命运预测"", ""玄学研究与社区交流""]",50.6,D级-一般冷门推荐
Railway MCP 服务器,jason-tan-swe,https://github.com/jason-tan-swe/railway-mcp,45,22,68.94,92.5,10,57.18,38,https://lobehub.com/mcp/jason-tan-swe-railway-mcp,Railway.app 的 Model Context Protocol 服务器——支持 AI 代理通过自然语言管理 Railway 基础设施。需要通过环境变量 RAILWAY_API_TOKEN 提供的 Railway API 令牌。,优质,2,"[""通过自然语言列出所有Railway项目"", ""重启特定部署"", ""创建新服务（从GitHub仓库或Docker镜像）"", ""管理环境变量（创建/更新/删除）"", ""监控服务状态和部署日志""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""RAILWAY_API_TOKEN""], ""dependencies"": [""Railway API token"", ""Node.js 18+""]}","[""通过自然语言列出所有Railway项目"", ""重启特定部署"", ""创建新服务（从GitHub仓库或Docker镜像）"", ""管理环境变量（创建/更新/删除）"", ""监控服务状态和部署日志""]",50.4,D级-一般冷门推荐
MCP 加密货币价格追踪服务器,deerajd,https://github.com/deerajd/CryptoPriceTracker-MCP,0,0,62.44,80.0,15,57.18,1,https://lobehub.com/mcp/deerajd-cryptopricetracker-mcp,一个 Model Context Protocol (MCP) 服务器，允许基于大型语言模型（LLM）的人工智能代理通过 CoinGecko API 实时获取加密货币价格信息。无需外部数据文件。,,2,"[""LLM 代理实时查询比特币价格"", ""LLM 代理实时查询以太坊价格并转换为印度卢比"", ""LLM 代理查询 Cardano 的欧元价格"", ""LLM 代理查询 Solana 的价格（默认使用 INR）""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_key_required"": false, ""dependencies"": [""CoinGecko API (免费版可用)"", ""FastMCP"", ""httpx"", ""requests""]}","[""LLM 代理实时查询比特币价格"", ""LLM 代理实时查询以太坊价格并转换为印度卢比"", ""LLM 代理查询 Cardano 的欧元价格"", ""LLM 代理查询 Solana 的价格（默认使用 INR）""]",50.1,D级-一般冷门推荐
VisionCraft MCP 服务器,augmentedstartups,https://github.com/augmentedstartups/VisionCraft-MCP-Server,72,2,68.34,92.5,7,57.18,1,https://lobehub.com/mcp/augmentedstartups-visioncraft-mcp-server,VisionCraft MCP 服务器提供专业且最新的计算机视觉和生成式人工智能（GenAI）知识，适用于Claude、Cursor和Windsurf等AI助手。需要通过环境变量或客户端设置配置API密钥。,优质,2,"[""Accessing cutting-edge computer vision algorithms and models"", ""Getting technically accurate responses on GenAI topics"", ""Staying updated with the latest frameworks and tools in computer vision"", ""Implementing OpenAI Agents SDK and CrewAI best practices"", ""Minimizing token consumption while maximizing context relevance""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_key_required"": true, ""api_key_source"": ""Free API key available at https://visioncraft-app.augmentedstartups.com/""}","[""Accessing cutting-edge computer vision algorithms and models"", ""Getting technically accurate responses on GenAI topics"", ""Staying updated with the latest frameworks and tools in computer vision"", ""Implementing OpenAI Agents SDK and CrewAI best practices"", ""Minimizing token consumption while maximizing context relevance""]",50.0,D级-一般冷门推荐
Siri Shortcuts MCP 服务器,dvcrn,https://github.com/dvcrn/mcp-server-siri-shortcuts,146,12,61.94,62.5,50,72.2,3,https://lobehub.com/mcp/dvcrn-mcp-server-siri-shortcuts,提供通过模型上下文协议（MCP）访问 Siri 快捷方式功能的 MCP 服务器。它支持列出、打开和运行来自 macOS 快捷方式应用的快捷方式。支持环境变量 GENERATE_SHORTCUT_TOOLS 和 INJECT_SHORTCUT_LIST 进行配置。,良好,9,"[""List all available Siri shortcuts"", ""Open a specific shortcut in the Shortcuts app"", ""Run a shortcut with optional input parameters"", ""Enable LLMs to dynamically interact with macOS Shortcuts""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""api_keys_required"": false, ""dependencies"": [""macOS `shortcuts` CLI command""]}","[""List all available Siri shortcuts"", ""Open a specific shortcut in the Shortcuts app"", ""Run a shortcut with optional input parameters"", ""Enable LLMs to dynamically interact with macOS Shortcuts""]",49.6,不推荐
@orbit-logistics/notion-mcp-server,orbit-logistics,https://github.com/orbit-logistics/notion-mcp-server,20,7,64.54,87.5,3,57.18,21,https://lobehub.com/mcp/orbit-logistics-notion-mcp-server,一个 MCP 服务器，将整个 Notion API SDK 作为一组工具进行镜像，使大型语言模型（LLMs）能够无缝地与 Notion 交互。需要提供 Notion 集成令牌以访问您的 Notion 页面，该令牌必须作为命令行参数提供。,良好,2,"[""通过自然语言指令读取Notion页面内容"", ""通过自然语言指令创建Notion页面"", ""通过自然语言指令更新Notion页面内容"", ""通过自然语言指令删除Notion页面"", ""将Notion作为LLM的外部知识库进行交互""]","[""Claude Desktop"", ""Cursor""]","""需要Notion集成Token。用户必须先在Notion开发者平台创建一个集成，并为其分配访问权限。详情请参考：[Notion Integration Getting Started](https://developers.notion.com/docs/create-a-notion-integration#getting-started)""","[""通过自然语言指令读取Notion页面内容"", ""通过自然语言指令创建Notion页面"", ""通过自然语言指令更新Notion页面内容"", ""通过自然语言指令删除Notion页面"", ""将Notion作为LLM的外部知识库进行交互""]",48.9,不推荐
EdgeOne Pages MCP,TencentEdgeOne,https://github.com/TencentEdgeOne/edgeone-pages-mcp,209,24,70.04,80.0,38,72.2,2,https://lobehub.com/mcp/tencentedgeone-edgeone-pages-mcp,一个用于将HTML内容、文件夹和ZIP文件部署到EdgeOne Pages并获取公开访问URL的MCP服务。,优质,2,"[""Deploying HTML content to EdgeOne Pages"", ""Deploying folders to EdgeOne Pages"", ""Deploying zip files to EdgeOne Pages"", ""Obtaining publicly accessible URLs for deployed content"", ""Rapid deployment of static HTML content through MCP protocol""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [{""name"": ""EdgeOne Pages API"", ""description"": ""Used to deploy content and get base URLs"", ""authentication_type"": ""API Token"", ""documentation_url"": ""https://edgeone.ai/document/177158578324279296""}], ""environment_variables"": [{""name"": ""EDGEONE_PAGES_API_TOKEN"", ""description"": ""Optional. If deploying a folder or zip file to an EdgeOne Pages project, provide your EdgeOne Pages API token.""}, {""name"": ""EDGEONE_PAGES_PROJECT_NAME"", ""description"": ""Optional. Leave empty to create a new EdgeOne Pages project. Provide a project name to update an existing project.""}]}","[""Deploying HTML content to EdgeOne Pages"", ""Deploying folders to EdgeOne Pages"", ""Deploying zip files to EdgeOne Pages"", ""Obtaining publicly accessible URLs for deployed content"", ""Rapid deployment of static HTML content through MCP protocol""]",48.0,不推荐
RSS3的MCP服务器,RSS3-Network,https://github.com/RSS3-Network/mcp-server-rss3,2,2,60.04,80.0,3,57.18,43,https://lobehub.com/mcp/rss3-network-mcp-server-rss3,一个集成RSS3 API的MCP服务器实现。轻松查询开放网络（Open Web）。,优质,2,"[""查询 Vitalik 最近的活动"", ""获取最近的 AI 情报信息"", ""查看特定 ID 的 rss3 chip 数据"", ""查询最佳的 RSS3 节点进行质押""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""Studio""]","""无需 API 密钥即可使用基础功能，但某些高级功能可能需要认证或订阅 RSS3 API 服务。""","[""查询 Vitalik 最近的活动"", ""获取最近的 AI 情报信息"", ""查看特定 ID 的 rss3 chip 数据"", ""查询最佳的 RSS3 节点进行质押""]",48.0,不推荐
Apple Shortcuts MCP 服务器,recursechat,https://github.com/recursechat/mcp-server-apple-shortcuts,207,20,69.44,80.0,35,72.2,2,https://lobehub.com/mcp/recursechat-mcp-server-apple-shortcuts,一个模型上下文协议（MCP）服务器，允许像Claude这样的AI助手控制macOS上的Apple Shortcuts自动化。需要Node.js v18或更高版本，以及已配置Shortcuts应用的macOS。,优质,2,"[""AI助手通过语音或文本指令触发Apple快捷方式"", ""自动化执行日常任务如播放音乐、获取每日单词等"", ""将AI逻辑与本地macOS自动化流程结合""]","[""Claude Desktop"", ""Studio""]","""无需API密钥。依赖本地安装的Node.js和配置好的Apple Shortcuts环境。""","[""AI助手通过语音或文本指令触发Apple快捷方式"", ""自动化执行日常任务如播放音乐、获取每日单词等"", ""将AI逻辑与本地macOS自动化流程结合""]",47.7,不推荐
